Ser No,0 to 9,S/B,R/G
2100052395,7,B,G
2100052396,6,B,R
2100052397,0,S,R/V
2100052398,2,S,R
2100052399,5,B,G/V
2100052400,3,S,G
2100052401,0,S,R/V
2100052402,1,S,G
2100052403,2,S,R
2100052404,8,B,R
2100052405,0,S,R/V
2100052406,5,B,G/V
2100052407,1,S,G
2100052408,1,S,G
2100052409,0,S,R/V
2100052410,0,S,R/V
2100052411,6,B,R
2100052412,5,B,G/V
2100052413,2,S,R
2100052414,9,B,G
2100052415,7,B,G
2100052416,9,B,G
2100052417,2,S,R
2100052418,6,B,R
2100052419,4,S,R
2100052420,2,S,R
2100052421,8,B,R
2100052422,3,S,G
2100052423,1,S,G
2100052424,7,B,G
2100052425,7,B,G
2100052426,7,B,G
2100052427,8,B,R
2100052428,5,B,G/V
2100052429,3,S,G
2100052430,8,B,R
2100052431,3,S,G
2100052432,9,B,G
2100052433,0,S,R/V
2100052434,5,B,G/V
2100052435,7,B,G
2100052436,3,S,G
2100052437,1,S,G
2100052438,0,S,R/V
2100052439,9,B,G
2100052440,3,S,G
2100052441,2,S,R
2100052442,7,B,G
2100052443,4,S,R
2100052444,0,S,R/V
2100052445,2,S,R
2100052446,1,S,G
2100052447,4,S,R
2100052448,2,S,R
2100052449,2,S,R
2100052450,9,B,G
2100052451,4,S,R
2100052452,5,B,G/V
2100052453,2,S,R
2100052454,3,S,G
2100052455,6,B,R
2100052456,7,B,G
2100052457,2,S,R
2100052458,6,B,R
2100052459,2,S,R
2100052460,0,S,R/V
2100052461,2,S,R
2100052462,9,B,G
2100052463,7,B,G
2100052464,3,S,G
2100052465,4,S,R
2100052466,0,S,R/V
2100052467,7,B,G
2100052468,9,B,G
2100052469,8,B,R
2100052470,5,B,G/V
2100052471,0,S,R/V
2100052472,8,B,R
2100052473,6,B,R
2100052474,1,S,G
2100052475,0,S,R/V
2100052476,1,S,G
2100052477,6,B,R
2100052478,3,S,G
2100052479,2,S,R
2100052480,3,S,G
2100052481,2,S,R
2100052482,1,S,G
2100052483,3,S,G
2100052484,2,S,R
2100052485,4,S,R
2100052486,4,S,R
2100052487,7,B,G
2100052488,1,S,G
2100052489,5,B,G/V
2100052490,8,B,R
2100052491,4,S,R
2100052492,5,B,G/V
2100052493,1,S,G
2100052494,9,B,G
2100052495,6,B,R
2100052496,7,B,G
2100052497,4,S,R
2100052498,7,B,G
2100052499,5,B,G/V
2100052500,7,B,G
2100052501,9,B,G
2100052502,8,B,R
2100052503,2,S,R
2100052504,0,S,R/V
2100052505,9,B,G
2100052506,4,S,R
2100052507,6,B,R
2100052508,7,B,G
2100052509,4,S,R
2100052510,7,B,G
2100052511,3,S,G
2100052512,5,B,G/V
2100052513,9,B,G
2100052514,7,B,G
2100052515,7,B,G
2100052516,9,B,G
2100052517,1,S,G
2100052518,3,S,G
2100052519,5,B,G/V
2100052520,9,B,G
2100052521,8,B,R
2100052522,2,S,R
2100052523,8,B,R
2100052524,0,S,R/V
2100052525,6,B,R
2100052526,8,B,R
2100052527,9,B,G
2100052528,9,B,G
2100052529,6,B,R
2100052530,6,B,R
2100052531,3,S,G
2100052532,9,B,G
2100052533,1,S,G
2100052534,9,B,G
2100052535,9,B,G
2100052536,8,B,R
2100052537,7,B,G
2100052538,8,B,R
2100052539,0,S,R/V
2100052540,8,B,R
2100052541,4,S,R
2100052542,3,S,G
2100052543,4,S,R
2100052544,4,S,R
2100052545,6,B,R
2100052546,7,B,G
2100052547,7,B,G
2100052548,5,B,G/V
2100052549,4,S,R
2100052550,4,S,R
2100052551,1,S,G
2100052552,0,S,R/V
2100052553,0,S,R/V
2100052554,2,S,R
2100052555,8,B,R
2100052556,8,B,R
2100052557,4,S,R
2100052558,8,B,R
2100052559,5,B,G/V
2100052560,4,S,R
2100052561,9,B,G
2100052562,6,B,R
2100052563,9,B,G
2100052564,4,S,R
2100052565,9,B,G
2100052566,3,S,G
2100052567,8,B,R
2100052568,2,S,R
2100052569,3,S,G
2100052570,7,B,G
2100052571,4,S,R
2100052572,0,S,R/V
2100052573,5,B,G/V
2100052574,8,B,R
2100052575,4,S,R
2100052576,3,S,G
2100052577,8,B,R
2100052578,0,S,R/V
2100052579,8,B,R
2100052580,8,B,R
2100052581,7,B,G
2100052582,4,S,R
3100050168,3,S,G
3100050169,8,B,R
3100050170,2,S,R
3100050171,7,B,G
3100050172,5,B,G/V
3100050173,0,S,R/V
3100050174,2,S,R
3100050175,2,S,R
3100050176,0,S,R/V
3100050177,0,S,R/V
3100050178,6,B,R
3100050179,0,S,R/V
3100050180,8,B,R
3100050181,5,B,G/V
3100050182,1,S,G
3100050183,6,B,R
3100050184,1,S,G
3100050185,9,B,G
3100050186,5,B,G/V
3100050187,6,B,R
3100050188,1,S,G
3100050189,4,S,R
3100050190,5,B,G/V
3100050191,8,B,R
3100050192,0,S,R/V
3100050193,9,B,G
3100050194,7,B,G
3100050195,3,S,G
3100050196,2,S,R
3100050197,9,B,G
3100050198,5,B,G/V
3100050199,1,S,G
3100050200,0,S,R/V
3100050201,7,B,G
3100050202,0,S,R/V
3100050203,0,S,R/V
3100050204,2,S,R
3100050205,6,B,R
3100050206,2,S,R
3100050207,7,B,G
3100050208,4,S,R
3100050209,6,B,R
3100050210,3,S,G
3100050211,6,B,R
3100050212,4,S,R
3100050213,0,S,R/V
3100050214,6,B,R
3100050215,7,B,G
3100050216,3,S,G
3100050217,4,S,R
3100050218,9,B,G
3100050219,3,S,G
3100050220,6,B,R
3100050221,7,B,G
3100050222,7,B,G
3100050223,6,B,R
3100050224,8,B,R
3100050225,6,B,R
3100050226,1,S,G
3100050227,2,S,R
3100050228,5,B,G/V
3100050229,4,S,R
3100050230,7,B,G
3100050231,7,B,G
3100050232,4,S,R
3100050233,4,S,R
3100050234,8,B,R
3100050235,8,B,R
3100050236,9,B,G
3100050237,8,B,R
3100050238,6,B,R
3100050239,7,B,G
3100050240,4,S,R
3100050241,0,S,R/V
3100050242,3,S,G
3100050243,8,B,R
3100050244,3,S,G
3100050245,0,S,R/V
3100050246,5,B,G/V
3100050247,0,S,R/V
3100050248,2,S,R
3100050249,9,B,G
3100050250,1,S,G
3100050251,9,B,G
3100050252,6,B,R
3100050253,4,S,R
3100050254,3,S,G
3100050255,5,B,G/V
3100050256,0,S,R/V
3100050257,0,S,R/V
3100050258,7,B,G
3100050259,1,S,G
3100050260,6,B,R
3100050261,2,S,R
3100050262,4,S,R
3100050263,0,S,R/V
3100050264,1,S,G
3100050265,6,B,R
3100050266,3,S,G
3100050267,1,S,G
3100050268,9,B,G
3100050269,1,S,G
3100050270,2,S,R
3100050271,6,B,R
3100050272,7,B,G
3100050273,0,S,R/V
3100050274,0,S,R/V
3100050275,4,S,R
3100050276,8,B,R
3100050277,1,S,G
3100050278,7,B,G
3100050279,0,S,R/V
3100050280,2,S,R
3100050281,1,S,G
3100050282,1,S,G
3100050283,2,S,R
3100050284,5,B,G/V
3100050285,5,B,G/V
3100050286,4,S,R
3100050287,3,S,G
3100050288,4,S,R
3100050289,6,B,R
3100050290,8,B,R
3100050291,9,B,G
3100050292,5,B,G/V
3100050293,1,S,G
3100050294,5,B,G/V
3100050295,2,S,R
3100050296,7,B,G
3100050297,3,S,G
3100050298,5,B,G/V
3100050299,0,S,R/V
3100050300,7,B,G
3100050301,4,S,R
3100050302,2,S,R
3100050303,6,B,R
3100050304,5,B,G/V
3100050305,7,B,G
3100050306,2,S,R
3100050307,9,B,G
3100050308,7,B,G
3100050309,4,S,R
3100050310,8,B,R
3100050311,7,B,G
3100050312,2,S,R
3100050313,2,S,R
3100050314,8,B,R
3100050315,6,B,R
3100050316,7,B,G
3100050317,7,B,G
3100050318,8,B,R
3100050319,3,S,G
3100050320,4,S,R
3100050321,3,S,G
3100050322,5,B,G/V
3100050323,3,S,G
3100050324,9,B,G
3100050325,1,S,G
3100050326,8,B,R
3100050327,1,S,G
3100050328,5,B,G/V
3100050329,6,B,R
3100050330,8,B,R
3100050331,6,B,R
3100050332,7,B,G
3100050333,2,S,R
3100050334,1,S,G
3100050335,0,S,R/V
3100050336,9,B,G
3100050337,6,B,R
3100050338,5,B,G/V
3100050339,3,S,G
3100050340,0,S,R/V
3100050341,4,S,R
3100050342,1,S,G
3100050343,9,B,G
3100050344,6,B,R
3100050345,1,S,G
3100050346,9,B,G
3100050347,1,S,G
3100050348,0,S,R/V
3100050349,1,S,G
3100050350,6,B,R
3100050351,1,S,G
3100050352,7,B,G
3100050353,8,B,R
3100050354,4,S,R
3100050355,6,B,R
3100050356,9,B,G
3100050357,9,B,G
3100050358,3,S,G
3100050359,5,B,G/V
3100050360,0,S,R/V
3100050361,7,B,G
3100050362,9,B,G
3100050363,0,S,R/V
3100050364,5,B,G/V
3100050365,2,S,R
3100050366,8,B,R
3100050367,8,B,R
3100050368,1,S,G
3100050369,7,B,G
3100050370,0,S,R/V
3100050371,5,B,G/V
3100050372,7,B,G
3100050373,3,S,G
3100050374,6,B,R
3100050375,4,S,R
3100050376,3,S,G
3100050377,6,B,R
3100050378,1,S,G
3100050379,7,B,G
3100050380,3,S,G
3100050381,2,S,R
3100050382,6,B,R
3100050383,4,S,R
3100050384,4,S,R
3100050385,3,S,G
3100050386,0,S,R/V
3100050387,1,S,G
3100050388,8,B,R
3100050389,9,B,G
3100050390,3,S,G
3100050391,3,S,G
3100050392,9,B,G
3100050393,9,B,G
3100050394,5,B,G/V
3100050395,7,B,G
3100050396,6,B,R
3100050397,1,S,G
3100050398,9,B,G
3100050399,4,S,R
3100050400,9,B,G
3100050401,9,B,G
3100050402,8,B,R
3100050403,9,B,G
3100050404,1,S,G
3100050405,0,S,R/V
3100050406,9,B,G
3100050407,7,B,G
3100050408,9,B,G
3100050409,6,B,R
3100050410,5,B,G/V
3100050411,1,S,G
3100050412,2,S,R
3100050413,6,B,R
3100050414,5,B,G/V
3100050415,8,B,R
3100050416,6,B,R
3100050417,4,S,R
3100050418,4,S,R
3100050419,7,B,G
3100050420,1,S,G
3100050421,3,S,G
3100050422,0,S,R/V
3100050423,5,B,G/V
3100050424,2,S,R
3100050425,2,S,R
3100050426,8,B,R
3100050427,7,B,G
3100050428,8,B,R
3100050429,4,S,R
3100050430,3,S,G
3100050431,6,B,R
3100050432,0,S,R/V
3100050433,6,B,R
3100050434,7,B,G
3100050435,2,S,R
3100050436,7,B,G
3100050437,4,S,R
3100050438,7,B,G
3100050439,0,S,R/V
3100050440,1,S,G
3100050441,7,B,G
3100050442,3,S,G
3100050443,1,S,G
3100050444,0,S,R/V
3100050445,7,B,G
3100050446,5,B,G/V
3100050447,2,S,R
3100050448,3,S,G
3100050449,8,B,R
3100050450,3,S,G
3100050451,2,S,R
3100050452,0,S,R/V
3100050453,5,B,G/V
3100050454,0,S,R/V
3100050455,3,S,G
3100050456,2,S,R
3100050457,9,B,G
3100050458,0,S,R/V
3100050459,0,S,R/V
3100050460,7,B,G
3100050461,6,B,R
3100050462,1,S,G
3100050463,6,B,R
3100050464,4,S,R
3100050465,7,B,G
3100050466,5,B,G/V
3100050467,2,S,R
3100050468,9,B,G
3100050469,3,S,G
3100050470,1,S,G
3100050471,0,S,R/V
3100050472,3,S,G
3100050473,6,B,R
3100050474,6,B,R
3100050475,3,S,G
3100050476,6,B,R
3100050477,8,B,R
3100050478,5,B,G/V
3100050479,1,S,G
3100050480,0,S,R/V
3100050481,1,S,G
3100050482,5,B,G/V
3100050483,2,S,R
3100050484,0,S,R/V
3100050485,6,B,R
3100050486,0,S,R/V
3100050487,9,B,G
3100050488,7,B,G
3100050489,8,B,R
3100050490,1,S,G
3100050491,1,S,G
3100050492,1,S,G
3100050493,3,S,G
3100050494,5,B,G/V
3100050495,4,S,R
3100050496,4,S,R
3100050497,9,B,G
3100050498,2,S,R
3100050499,7,B,G
3100050500,5,B,G/V
3100050501,6,B,R
3100050502,0,S,R/V
3100050503,8,B,R
3100050504,9,B,G
3100050505,9,B,G
3100050506,4,S,R
3100050507,1,S,G
3100050508,5,B,G/V
3100050509,8,B,R
3100050510,3,S,G
3100050511,8,B,R
3100050512,6,B,R
3100050513,4,S,R
3100050514,3,S,G
3100050515,1,S,G
3100050516,9,B,G
3100050517,4,S,R
3100050518,1,S,G
3100050519,8,B,R
3100050520,4,S,R
3100050521,5,B,G/V
3100050522,5,B,G/V
3100050523,5,B,G/V
3100050524,9,B,G
3100050525,3,S,G
3100050526,5,B,G/V
3100050527,6,B,R
3100050528,2,S,R
3100050529,3,S,G
3100050530,2,S,R
3100050531,4,S,R
3100050532,2,S,R
3100050533,2,S,R
3100050534,2,S,R
3100050535,8,B,R
3100050536,0,S,R/V
3100050537,4,S,R
3100050538,0,S,R/V
3100050539,4,S,R
3100050540,3,S,G
3100050541,7,B,G
3100050542,9,B,G
3100050543,9,B,G
3100050544,3,S,G
3100050545,5,B,G/V
3100050546,6,B,R
3100050547,8,B,R
3100050548,0,S,R/V
3100050549,9,B,G
3100050550,8,B,R
3100050551,4,S,R
3100050552,3,S,G
3100050553,2,S,R
3100050554,4,S,R
3100050555,3,S,G
3100050556,1,S,G
3100050557,6,B,R
3100050558,4,S,R
3100050559,6,B,R
3100050560,2,S,R
3100050561,7,B,G
3100050562,1,S,G
3100050563,8,B,R
3100050564,3,S,G
3100050565,9,B,G
3100050566,1,S,G
3100050567,3,S,G
3100050568,1,S,G
3100050569,0,S,R/V
3100050570,1,S,G
3100050571,7,B,G
3100050572,4,S,R
3100050573,5,B,G/V
3100050574,4,S,R
3100050575,4,S,R
3100050576,1,S,G
3100050577,5,B,G/V
3100050578,6,B,R
3100050579,4,S,R
3100050580,5,B,G/V
3100050581,8,B,R
3100050582,6,B,R
3100050583,3,S,G
3100050584,4,S,R
3100050585,0,S,R/V
3100050586,9,B,G
3100050587,0,S,R/V
3100050588,6,B,R
3100050589,1,S,G
3100050590,1,S,G
3100050591,2,S,R
3100050592,6,B,R
3100050593,9,B,G
3100050594,0,S,R/V
3100050595,9,B,G
3100050596,1,S,G
3100050597,7,B,G
3100050598,9,B,G
3100050599,0,S,R/V
3100050600,1,S,G
3100050601,5,B,G/V
3100050602,7,B,G
3100050603,5,B,G/V
3100050604,1,S,G
3100050605,7,B,G
3100050606,8,B,R
3100050607,4,S,R
3100050608,3,S,G
3100050609,9,B,G
3100050610,0,S,R/V
3100050611,3,S,G
3100050612,7,B,G
3100050613,9,B,G
3100050614,0,S,R/V
3100050615,4,S,R
3100050616,6,B,R
3100050617,1,S,G
3100050618,2,S,R
3100050619,2,S,R
3100050620,0,S,R/V
3100050621,6,B,R
3100050622,9,B,G
3100050623,4,S,R
3100050624,6,B,R
3100050625,5,B,G/V
3100050626,4,S,R
3100050627,3,S,G
3100050628,0,S,R/V
3100050629,9,B,G
3100050630,9,B,G
3100050631,9,B,G
3100050632,9,B,G
3100050633,6,B,R
3100050634,9,B,G
3100050635,6,B,R
3100050636,8,B,R
3100050637,2,S,R
3100050638,1,S,G
3100050639,4,S,R
3100050640,5,B,G/V
3100050641,7,B,G
3100050642,8,B,R
3100050643,4,S,R
3100050644,9,B,G
3100050645,8,B,R
3100050646,1,S,G
3100050647,5,B,G/V
3100050648,3,S,G
3100050649,0,S,R/V
3100050650,1,S,G
3100050651,9,B,G
3100050652,9,B,G
3100050653,6,B,R
3100050654,1,S,G
3100050655,9,B,G
3100050656,6,B,R
3100050657,3,S,G
3100050658,6,B,R
3100050659,7,B,G
3100050660,1,S,G
3100050661,7,B,G
3100050662,2,S,R
3100050663,0,S,R/V
3100050664,9,B,G
3100050665,5,B,G/V
3100050666,1,S,G
3100050667,2,S,R
3100050668,0,S,R/V
3100050669,5,B,G/V
3100050670,4,S,R
3100050671,2,S,R
3100050672,4,S,R
3100050673,7,B,G
3100050674,3,S,G
3100050675,5,B,G/V
3100050676,5,B,G/V
3100050677,4,S,R
3100050678,8,B,R
3100050679,8,B,R
3100050680,2,S,R
3100050681,1,S,G
3100050682,2,S,R
3100050683,3,S,G
3100050684,2,S,R
3100050685,8,B,R
3100050686,7,B,G
3100050687,8,B,R
3100050688,1,S,G
3100050689,9,B,G
3100050690,2,S,R
3100050691,8,B,R
3100050692,7,B,G
3100050693,4,S,R
3100050694,6,B,R
3100050695,6,B,R
3100050696,8,B,R
3100050697,2,S,R
3100050698,1,S,G
3100050699,5,B,G/V
3100050700,1,S,G
3100050701,0,S,R/V
3100050702,7,B,G
3100050703,9,B,G
3100050704,3,S,G
3100050705,7,B,G
3100050706,8,B,R
3100050707,6,B,R
3100050708,3,S,G
3100050709,8,B,R
3100050710,7,B,G
3100050711,9,B,G
3100050712,6,B,R
3100050713,0,S,R/V
3100050714,7,B,G
3100050715,2,S,R
3100050716,7,B,G
3100050717,7,B,G
3100050718,3,S,G
3100050719,0,S,R/V
3100050720,5,B,G/V
3100050721,3,S,G
3100050722,2,S,R
3100050723,0,S,R/V
3100050724,1,S,G
3100050725,7,B,G
3100050726,1,S,G
3100050727,1,S,G
3100050728,0,S,R/V
3100050729,1,S,G
3100050730,2,S,R
3100050731,9,B,G
3100050732,4,S,R
3100050733,2,S,R
3100050734,9,B,G
3100050735,7,B,G
3100050736,9,B,G
3100050737,6,B,R
3100050738,5,B,G/V
3100050739,4,S,R
3100050740,1,S,G
3100050741,8,B,R
3100050742,3,S,G
3100050743,9,B,G
3100050744,6,B,R
3100050745,5,B,G/V
3100050746,9,B,G
3100050747,5,B,G/V
3100050748,7,B,G
3100050749,4,S,R
3100050750,6,B,R
3100050751,2,S,R
3100050752,3,S,G
3100050753,6,B,R
3100050754,6,B,R
3100050755,6,B,R
3100050756,6,B,R
3100050757,7,B,G
3100050758,5,B,G/V
3100050759,7,B,G
3100050760,9,B,G
3100050761,9,B,G
3100050762,4,S,R
3100050763,3,S,G
3100050764,5,B,G/V
3100050765,7,B,G
3100050766,2,S,R
3100050767,2,S,R
3100050768,8,B,R
3100050769,5,B,G/V
3100050770,2,S,R
3100050771,8,B,R
3100050772,6,B,R
3100050773,1,S,G
3100050774,1,S,G
3100050775,2,S,R
3100050776,4,S,R
3100050777,9,B,G
3100050778,0,S,R/V
3100050779,8,B,R
3100050780,1,S,G
3100050781,2,S,R
3100050782,5,B,G/V
3100050783,9,B,G
3100050784,4,S,R
3100050785,8,B,R
3100050786,7,B,G
3100050787,8,B,R
3100050788,1,S,G
3100050789,5,B,G/V
3100050790,7,B,G
3100050791,8,B,R
3100050792,1,S,G
3100050793,3,S,G
3100050794,8,B,R
3100050795,9,B,G
3100050796,7,B,G
3100050797,6,B,R
3100050798,5,B,G/V
3100050799,7,B,G
3100050800,0,S,R/V
3100050801,1,S,G
3100050802,2,S,R
3100050803,2,S,R
3100050804,9,B,G
3100050805,7,B,G
3100050806,7,B,G
3100050807,6,B,R
3100050808,1,S,G
3100050809,6,B,R
3100050810,8,B,R
3100050811,2,S,R
3100050812,7,B,G
3100050813,2,S,R
3100050814,1,S,G
3100050815,9,B,G
3100050816,3,S,G
3100050817,1,S,G
3100050818,6,B,R
3100050819,9,B,G
3100050820,4,S,R
3100050821,3,S,G
3100050822,7,B,G
3100050823,7,B,G
3100050824,5,B,G/V
3100050825,6,B,R
3100050826,7,B,G
3100050827,3,S,G
3100050828,5,B,G/V
3100050829,6,B,R
3100050830,1,S,G
3100050831,1,S,G
3100050832,6,B,R
3100050833,3,S,G
3100050834,6,B,R
3100050835,0,S,R/V
3100050836,9,B,G
3100050837,5,B,G/V
3100050838,9,B,G
3100050839,0,S,R/V
3100050840,6,B,R
3100050841,1,S,G
3100050842,3,S,G
3100050843,3,S,G
3100050844,9,B,G
3100050845,5,B,G/V
3100050846,9,B,G
3100050847,6,B,R
3100050848,4,S,R
3100050849,9,B,G
3100050850,4,S,R
3100050851,2,S,R
3100050852,0,S,R/V
3100050853,2,S,R
3100050854,0,S,R/V
3100050855,9,B,G
3100050856,0,S,R/V
3100050857,8,B,R
3100050858,5,B,G/V
3100050859,9,B,G
3100050860,7,B,G
3100050861,5,B,G/V
3100050862,3,S,G
3100050863,0,S,R/V
3100050864,6,B,R
3100050865,5,B,G/V
3100050866,1,S,G
3100050867,4,S,R
3100050868,8,B,R
3100050869,9,B,G
3100050870,8,B,R
3100050871,2,S,R
3100050872,8,B,R
3100050873,7,B,G
3100050874,7,B,G
3100050875,0,S,R/V
3100050876,3,S,G
3100050877,7,B,G
3100050878,1,S,G
3100050879,9,B,G
3100050880,5,B,G/V
3100050881,1,S,G
3100050882,2,S,R
3100050883,0,S,R/V
3100050884,5,B,G/V
3100050885,3,S,G
3100050886,4,S,R
3100050887,6,B,R
3100050888,5,B,G/V
3100050889,8,B,R
3100050890,2,S,R
3100050891,2,S,R
3100050892,2,S,R
3100050893,2,S,R
3100050894,3,S,G
3100050895,2,S,R
3100050896,6,B,R
3100050897,3,S,G
3100050898,3,S,G
3100050899,9,B,G
3100050900,2,S,R
3100050901,7,B,G
3100050902,5,B,G/V
3100050903,4,S,R
3100050904,7,B,G
3100050905,2,S,R
3100050906,7,B,G
3100050907,1,S,G
3100050908,4,S,R
3100050909,7,B,G
3100050910,2,S,R
3100050911,0,S,R/V
3100050912,4,S,R
3100050913,0,S,R/V
3100050914,7,B,G
3100050915,8,B,R
3100050916,3,S,G
3100050917,2,S,R
3100050918,3,S,G
3100050919,0,S,R/V
3100050920,9,B,G
3100050921,6,B,R
3100050922,2,S,R
3100050923,1,S,G
3100050924,2,S,R
3100050925,3,S,G
3100050926,3,S,G
3100050927,6,B,R
3100050928,1,S,G
3100050929,2,S,R
3100050930,8,B,R
3100050931,1,S,G
3100050932,1,S,G
3100050933,3,S,G
3100050934,6,B,R
3100050935,4,S,R
3100050936,5,B,G/V
3100050937,2,S,R
3100050938,7,B,G
3100050939,7,B,G
3100050940,7,B,G
3100050941,4,S,R
3100050942,9,B,G
3100050943,0,S,R/V
3100050944,4,S,R
3100050945,5,B,G/V
3100050946,5,B,G/V
3100050947,1,S,G
3100050948,4,S,R
3100050949,6,B,R
3100050950,3,S,G
3100050951,4,S,R
3100050952,5,B,G/V
3100050953,4,S,R
3100050954,2,S,R
3100050955,7,B,G
3100050956,9,B,G
3100050957,2,S,R
3100050958,5,B,G/V
3100050959,4,S,R
3100050960,3,S,G
3100050961,3,S,G
3100050962,3,S,G
3100050963,8,B,R
3100050964,9,B,G
3100050965,8,B,R
3100050966,6,B,R
3100050967,8,B,R
3100050968,0,S,R/V
3100050969,2,S,R
3100050970,5,B,G/V
3100050971,9,B,G
3100050972,1,S,G
3100050973,0,S,R/V
3100050974,3,S,G
3100050975,7,B,G
3100050976,4,S,R
3100050977,6,B,R
3100050978,6,B,R
3100050979,3,S,G
3100050980,6,B,R
3100050981,2,S,R
3100050982,1,S,G
3100050983,0,S,R/V
3100050984,0,S,R/V
3100050985,7,B,G
3100050986,5,B,G/V
3100050987,4,S,R
3100050988,5,B,G/V
3100050989,6,B,R
3100050990,8,B,R
3100050991,1,S,G
3100050992,8,B,R
3100050993,2,S,R
3100050994,5,B,G/V
3100050995,6,B,R
3100050996,3,S,G
3100050997,0,S,R/V
3100050998,3,S,G
3100050999,7,B,G
3100051000,1,S,G
3100051001,0,S,R/V
3100051002,0,S,R/V
3100051003,4,S,R
3100051004,2,S,R
3100051005,5,B,G/V
3100051006,9,B,G
3100051007,6,B,R
3100051008,8,B,R
3100051009,4,S,R
3100051010,8,B,R
3100051011,4,S,R
3100051012,8,B,R
3100051013,0,S,R/V
3100051014,7,B,G
3100051015,7,B,G
3100051016,3,S,G
3100051017,7,B,G
3100051018,0,S,R/V
3100051019,8,B,R
3100051020,1,S,G
3100051021,2,S,R
3100051022,0,S,R/V
3100051023,7,B,G
3100051024,2,S,R
3100051025,9,B,G
3100051026,0,S,R/V
3100051027,6,B,R
3100051028,0,S,R/V
3100051029,7,B,G
3100051030,4,S,R
3100051031,5,B,G/V
3100051032,9,B,G
3100051033,6,B,R
3100051034,6,B,R
3100051035,6,B,R
3100051036,0,S,R/V
3100051037,4,S,R
3100051038,1,S,G
3100051039,3,S,G
3100051040,0,S,R/V
3100051041,7,B,G
3100051042,7,B,G
3100051043,4,S,R
3100051044,6,B,R
3100051045,7,B,G
3100051046,4,S,R
3100051047,7,B,G
3100051048,8,B,R
3100051049,7,B,G
3100051050,9,B,G
3100051051,3,S,G
3100051052,5,B,G/V
3100051053,6,B,R
3100051054,5,B,G/V
3100051055,9,B,G
3100051056,4,S,R
3100051057,5,B,G/V
3100051058,3,S,G
3100051059,7,B,G
3100051060,6,B,R
3100051061,6,B,R
3100051062,0,S,R/V
3100051063,7,B,G
3100051064,0,S,R/V
3100051065,3,S,G
3100051066,3,S,G
3100051067,2,S,R
3100051068,4,S,R
3100051069,1,S,G
3100051070,2,S,R
3100051071,3,S,G
3100051072,0,S,R/V
3100051073,0,S,R/V
3100051074,0,S,R/V
3100051075,2,S,R
3100051076,7,B,G
3100051077,5,B,G/V
3100051078,0,S,R/V
3100051079,7,B,G
3100051080,5,B,G/V
3100051081,9,B,G
3100051082,6,B,R
3100051083,8,B,R
3100051084,1,S,G
3100051085,5,B,G/V
3100051086,4,S,R
3100051087,6,B,R
3100051088,6,B,R
3100051089,5,B,G/V
3100051090,6,B,R
3100051091,7,B,G
3100051092,5,B,G/V
3100051093,4,S,R
3100051094,9,B,G
3100051095,4,S,R
3100051096,8,B,R
3100051097,5,B,G/V
3100051098,4,S,R
3100051099,8,B,R
3100051100,6,B,R
3100051101,1,S,G
3100051102,7,B,G
3100051103,4,S,R
3100051104,7,B,G
3100051105,7,B,G
3100051106,0,S,R/V
3100051107,2,S,R
3100051108,3,S,G
3100051109,9,B,G
3100051110,9,B,G
3100051111,9,B,G
3100051112,2,S,R
3100051113,9,B,G
3100051114,2,S,R
3100051115,9,B,G
3100051116,0,S,R/V
3100051117,3,S,G
3100051118,7,B,G
3100051119,5,B,G/V
3100051120,7,B,G
3100051121,6,B,R
3100051122,8,B,R
3100051123,1,S,G
3100051124,8,B,R
3100051125,6,B,R
3100051126,0,S,R/V
3100051127,2,S,R
3100051128,6,B,R
3100051129,6,B,R
3100051130,3,S,G
3100051131,0,S,R/V
3100051132,1,S,G
3100051133,3,S,G
3100051134,2,S,R
3100051135,6,B,R
3100051136,9,B,G
3100051137,6,B,R
3100051138,5,B,G/V
3100051139,2,S,R
3100051140,3,S,G
3100051141,3,S,G
3100051142,2,S,R
3100051143,2,S,R
3100051144,9,B,G
3100051145,7,B,G
3100051146,6,B,R
3100051147,4,S,R
3100051148,3,S,G
3100051149,1,S,G
3100051150,7,B,G
3100051151,6,B,R
3100051152,7,B,G
3100051153,2,S,R
3100051154,3,S,G
3100051155,6,B,R
3100051156,3,S,G
3100051157,3,S,G
3100051158,6,B,R
3100051159,8,B,R
3100051160,5,B,G/V
3100051161,3,S,G
3100051162,6,B,R
3100051163,6,B,R
3100051164,5,B,G/V
3100051165,3,S,G
3100051166,4,S,R
3100051167,1,S,G
3100051168,9,B,G
3100051169,5,B,G/V
3100051170,5,B,G/V
3100051171,1,S,G
3100051172,9,B,G
3100051173,1,S,G
3100051174,4,S,R
3100051175,3,S,G
3100051176,9,B,G
3100051177,0,S,R/V
3100051178,6,B,R
3100051179,4,S,R
3100051180,1,S,G
3100051181,8,B,R
3100051182,2,S,R
3100051183,6,B,R
3100051184,9,B,G
3100051185,0,S,R/V
3100051186,3,S,G
3100051187,1,S,G
3100051188,8,B,R
3100051189,5,B,G/V
3100051190,8,B,R
3100051191,8,B,R
3100051192,3,S,G
3100051193,8,B,R
3100051194,1,S,G
3100051195,8,B,R
3100051196,6,B,R
3100051197,5,B,G/V
3100051198,8,B,R
3100051199,5,B,G/V
3100051200,2,S,R
3100051201,6,B,R
3100051202,4,S,R
3100051203,4,S,R
3100051204,6,B,R
3100051205,1,S,G
3100051206,5,B,G/V
3100051207,5,B,G/V
