Ser No,0 to 9,B/S,R/G
4100052000,4,S,R
4100052001,9,B,G
4100052002,1,S,G
4100052003,3,S,G
4100052004,0,S,R
4100052005,7,B,G
4100052006,7,B,G
4100052007,9,B,G
4100052008,2,S,R
4100052009,5,B,G
4100052010,3,S,G
4100052011,2,S,R
4100052012,7,B,G
4100052013,7,B,G
4100052014,3,S,G
4100052015,5,B,G
4100052016,0,S,R
4100052017,6,B,R
4100052018,0,S,R
4100052019,8,B,R
4100052020,7,B,G
4100052021,3,S,G
4100052022,4,S,R
4100052023,5,B,G
4100052024,8,B,R
4100052025,9,B,G
4100052026,0,S,R
4100052027,2,S,R
4100052028,4,S,R
4100052029,1,S,G
4100052030,2,S,R
4100052031,7,B,G
4100052032,7,B,G
4100052033,3,S,G
4100052034,3,S,G
4100052035,9,B,G
4100052036,6,B,R
4100052037,7,B,G
4100052038,2,S,R
4100052039,7,B,G
4100052040,1,S,G
4100052041,0,S,R
4100052042,6,B,R
4100052043,9,B,G
4100052044,6,B,R
4100052045,2,S,R
4100052046,4,S,R
4100052047,1,S,G
4100052048,2,S,R
4100052049,9,B,G
4100052050,4,S,R
4100052051,7,B,G
4100052052,6,B,R
4100052053,8,B,R
4100052054,3,S,G
4100052055,9,B,G
4100052056,1,S,G
4100052057,1,S,G
4100052058,7,B,G
4100052059,2,S,R
4100052060,0,S,R
4100052061,4,S,R
4100052062,3,S,G
4100052063,6,B,R
4100052064,7,B,G
4100052065,5,B,G
4100052066,4,S,R
4100052067,2,S,R
4100052068,1,S,G
4100052069,1,S,G
4100052070,1,S,G
4100052071,3,S,G
4100052072,0,S,R
4100052073,8,B,R
4100052074,7,B,G
4100052075,5,B,G
4100052076,3,S,G
4100052077,3,S,G
4100052078,1,S,G
4100052079,0,S,R
4100052080,2,S,R
4100052081,5,B,G
4100052082,2,S,R
4100052083,8,B,R
4100052084,9,B,G
4100052085,3,S,G
4100052086,0,S,R
4100052087,4,S,R
4100052088,7,B,G
4100052089,2,S,R
4100052090,7,B,G
4100052091,9,B,G
4100052092,0,S,R
4100052093,4,S,R
4100052094,5,B,G
4100052095,5,B,G
4100052096,2,S,R
4100052097,3,S,G
4100052098,8,B,R
4100052099,0,S,R
4100052100,6,B,R
4100052101,8,B,R
4100052102,0,S,R
4100052103,9,B,G
4100052104,4,S,R
4100052105,5,B,G
4100052106,9,B,G
4100052107,5,B,G
4100052108,3,S,G
4100052109,9,B,G
4100052110,0,S,R
4100052111,7,B,G
4100052112,8,B,R
4100052113,4,S,R
4100052114,2,S,R
4100052115,3,S,G
4100052116,1,S,G
4100052117,4,S,R
4100052118,1,S,G
4100052119,1,S,G
4100052120,9,B,G
4100052121,5,B,G
4100052122,8,B,R
4100052123,3,S,G
4100052124,0,S,R
4100052125,6,B,R
4100052126,1,S,G
4100052127,8,B,R
4100052128,6,B,R
4100052129,4,S,R
4100052130,4,S,R
4100052131,5,B,G
4100052132,1,S,G
4100052133,7,B,G
4100052134,9,B,G
4100052135,2,S,R
4100052136,3,S,G
4100052137,8,B,R
4100052138,2,S,R
4100052139,9,B,G
4100052140,2,S,R
4100052141,6,B,R
4100052142,4,S,R
4100052143,2,S,R
4100052144,5,B,G
4100052145,3,S,G
4100052146,0,S,R
4100052147,5,B,G
4100052148,4,S,R
4100052149,1,S,G
4100052150,7,B,G
4100052151,2,S,R
4100052152,3,S,G
4100052153,4,S,R
4100052154,6,B,R
4100052155,2,S,R
4100052156,1,S,G
4100052157,9,B,G
4100052158,3,S,G
4100052159,6,B,R
4100052160,8,B,R
4100052161,6,B,R
4100052162,1,S,G
4100052163,8,B,R
4100052164,2,S,R
4100052165,1,S,G
4100052166,0,S,R
4100052167,3,S,G
4100052168,6,B,R
4100052169,6,B,R
4100052170,5,B,G
4100052171,3,S,G
4100052172,3,S,G
4100052173,1,S,G
4100052174,1,S,G
4100052175,9,B,G
4100052176,6,B,R
4100052177,0,S,R
4100052178,3,S,G
4100052179,4,S,R
4100052180,3,S,G
4100052181,6,B,R
4100052182,3,S,G
4100052183,1,S,G
4100052184,6,B,R
4100052185,7,B,G
4100052186,2,S,R
4100052187,9,B,G
4100052188,8,B,R
4100052189,0,S,R
4100052190,0,S,R
4100052191,4,S,R
4100052192,9,B,G
4100052193,1,S,G
4100052194,9,B,G
4100052195,7,B,G
4100052196,9,B,G
4100052197,0,S,R
4100052198,3,S,G
4100052199,6,B,R
4100052200,6,B,R
4100052201,7,B,G
4100052202,0,S,R
4100052203,0,S,R
4100052204,4,S,R
4100052205,3,S,G
4100052206,4,S,R
4100052207,9,B,G
4100052208,1,S,G
4100052209,0,S,R
4100052210,2,S,R
4100052211,0,S,R
4100052212,0,S,R
4100052213,8,B,R
4100052214,1,S,G
4100052215,0,S,R
4100052216,0,S,R
4100052217,3,S,G
4100052218,1,S,G
4100052219,2,S,R
4100052220,8,B,R
4100052221,9,B,G
4100052222,7,B,G
4100052223,4,S,R
4100052224,6,B,R
4100052225,3,S,G
4100052226,3,S,G
4100052227,2,S,R
4100052228,2,S,R
4100052229,1,S,G
4100052230,4,S,R
4100052231,3,S,G
4100052232,5,B,G
4100052233,3,S,G
4100052234,3,S,G
4100052235,9,B,G
4100052236,1,S,G
4100052237,4,S,R
4100052238,0,S,R
4100052239,9,B,G
4100052240,5,B,G
4100052241,3,S,G
4100052242,8,B,R
4100052243,5,B,G
4100052244,7,B,G
4100052245,3,S,G
4100052246,5,B,G
4100052247,7,B,G
4100052248,6,B,R
4100052249,3,S,G
4100052250,6,B,R
4100052251,8,B,R
4100052252,4,S,R
4100052253,7,B,G
4100052254,4,S,R
4100052255,2,S,R
4100052256,7,B,G
4100052257,7,B,G
4100052258,6,B,R
4100052259,0,S,R
4100052260,5,B,G
4100052261,0,S,R
4100052262,2,S,R
4100052263,0,S,R
4100052264,2,S,R
4100052265,0,S,R
4100052266,6,B,R
4100052267,5,B,G
4100052268,6,B,R
4100052269,2,S,R
4100052270,8,B,R
4100052271,0,S,R
4100052272,6,B,R
4100052273,9,B,G
4100052274,3,S,G
4100052275,7,B,G
4100052276,4,S,R
4100052277,7,B,G
4100052278,0,S,R
4100052279,4,S,R
4100052280,1,S,G
4100052281,3,S,G
4100052282,1,S,G
4100052283,5,B,G
4100052284,6,B,R
4100052285,5,B,G
4100052286,7,B,G
4100052287,6,B,R
4100052288,3,S,G
4100052289,6,B,R
4100052290,8,B,R
4100052291,7,B,G
4100052292,7,B,G
4100052293,1,S,G
4100052294,4,S,R
4100052295,9,B,G
4100052296,1,S,G
4100052297,3,S,G
4100052298,5,B,G
4100052299,0,S,R
4100052300,8,B,R
4100052301,3,S,G
4100052302,0,S,R
4100052303,2,S,R
4100052645,5,B,G
4100052646,6,B,R
4100052647,9,B,G
4100052648,3,S,G
4100052649,7,B,G
4100052650,7,B,G
4100052651,6,B,R
4100052652,8,B,R
4100052653,9,B,G
4100052654,5,B,G
4100052655,1,S,G
4100052656,9,B,G
4100052657,4,S,R
4100052658,5,B,G
4100052659,5,B,G
4100052660,1,S,G
4100052661,0,S,R
4100052662,2,S,R
4100052663,1,S,G
4100052664,1,S,G
4100052665,1,S,G
4100052666,0,S,R
4100052667,1,S,G
4100052668,0,S,R
4100052669,8,B,R
4100052670,3,S,G
4100052671,6,B,R
4100052672,3,S,G
4100052673,8,B,R
4100052674,7,B,G
4100052675,9,B,G
4100052676,7,B,G
4100052677,8,B,R
4100052678,4,S,R
4100052679,9,B,G
4100052680,5,B,G
4100052681,2,S,R
4100052682,1,S,G
4100052683,7,B,G
4100052684,2,S,R
4100052685,8,B,R
4100052686,8,B,R
4100052687,1,S,G
4100052688,3,S,G
4100052689,7,B,G
4100052690,6,B,R
4100052691,4,S,R
4100052692,3,S,G
4100052693,5,B,G
4100052694,1,S,G
4100052695,7,B,G
4100052696,2,S,R
4100052697,2,S,R
4100052698,7,B,G
4100052699,8,B,R
4100052700,0,S,R
4100052701,5,B,G
4100052702,8,B,R
4100052703,0,S,R
4100052704,2,S,R
4100052705,1,S,G
4100052706,6,B,R
4100052707,8,B,R
4100052708,2,S,R
4100052709,5,B,G
4100052710,3,S,G
4100052711,7,B,G
4100052712,3,S,G
4100052713,9,B,G
4100052714,1,S,G
4100052715,7,B,G
4100052716,2,S,R
4100052717,5,B,G
4100052718,6,B,R
4100052719,1,S,G
4100052720,6,B,R
4100052721,7,B,G
4100052722,3,S,G
4100052723,5,B,G
4100052724,4,S,R
4100052725,6,B,R
4100052726,6,B,R
4100052727,3,S,G
4100052728,7,B,G
4100052729,0,S,R
4100052730,7,B,G
4100052731,0,S,R
4100052732,4,S,R
4100052733,9,B,G
4100052734,2,S,R
4100052735,8,B,R
4100052736,0,S,R
4100052737,6,B,R
4100052738,9,B,G
4100052739,9,B,G
4100052740,2,S,R
4100052741,3,S,G
4100052742,4,S,R
4100052743,3,S,G
4100052744,0,S,R
4100052745,4,S,R
4100052746,8,B,R
4100052747,2,S,R
4100052748,2,S,R
4100052749,3,S,G
4100052750,4,S,R
4100052751,7,B,G
4100052752,3,S,G
4100052753,5,B,G
4100052754,5,B,G
4100052755,7,B,G
4100052756,5,B,G
4100052757,7,B,G
4100052758,6,B,R
4100052759,9,B,G
4100052760,0,S,R
4100052761,7,B,G
4100052762,3,S,G
4100052763,9,B,G
4100052764,2,S,R
4100052765,4,S,R
4100052766,1,S,G
4100052767,9,B,G
4100052768,5,B,G
4100052769,1,S,G
4100052770,3,S,G
4100052771,2,S,R
4100052772,9,B,G
4100052773,4,S,R
4100052774,2,S,R
4100052775,1,S,G
4100052776,2,S,R
4100052777,6,B,R
4100052778,3,S,G
4100052779,5,B,G
4100052780,6,B,R
4100052781,2,S,R
4100052782,8,B,R
4100052783,1,S,G
4100052784,9,B,G
4100052785,3,S,G
4100052786,0,S,R
4100052787,6,B,R
4100052788,2,S,R
4100052789,6,B,R
4100052790,1,S,G
4100052791,8,B,R
4100052792,8,B,R
4100052793,9,B,G
4100052794,6,B,R
4100052795,8,B,R
4100052796,7,B,G
4100052797,0,S,R
4100052798,6,B,R
4100052799,0,S,R
4100052800,9,B,G
4100052801,8,B,R
4100052802,9,B,G
4100052803,0,S,R
4100052804,2,S,R
4100052805,1,S,G
4100052806,0,S,R
4100052807,6,B,R
4100052808,9,B,G
4100052809,0,S,R
4100052810,0,S,R
4100052811,7,B,G
4100052812,2,S,R
4100052813,0,S,R
4100052814,7,B,G
4100052815,8,B,R
4100052816,3,S,G
4100052817,5,B,G
4100052818,9,B,G
4100052819,2,S,R
4100052820,0,S,R
4100052821,5,B,G
4100052822,3,S,G
4100052823,8,B,R
4100052824,6,B,R
4100052825,5,B,G
4100052826,8,B,R
4100052827,4,S,R
4100052828,4,S,R
4100052829,4,S,R
4100052830,9,B,G
4100052831,1,S,G
4100052832,5,B,G
4100052833,4,S,R
4100052834,0,S,R
4100052835,2,S,R
4100052836,2,S,R
4100052837,7,B,G
4100052838,9,B,G
4100052839,8,B,R
4100052840,1,S,G
4100052841,9,B,G
4100052842,8,B,R
4100052843,9,B,G
4100052844,2,S,R
4100052845,9,B,G
4100052846,5,B,G
4100052847,0,S,R
4100052848,7,B,G
4100052849,4,S,R
4100052850,8,B,R
4100052851,7,B,G
4100052852,9,B,G
4100052853,5,B,G
4100052854,5,B,G
4100052855,0,S,R
4100052856,7,B,G
4100052857,3,S,G
4100052858,4,S,R
4100052859,2,S,R
4100052860,6,B,R
4100052861,5,B,G
4100052862,5,B,G
4100052863,0,S,R
4100052864,1,S,G
4100052865,7,B,G
4100052866,6,B,R
4100052867,2,S,R
4100052868,6,B,R
4100052869,2,S,R
4100052870,9,B,G
4100052871,9,B,G
4100052872,9,B,G
4100052873,8,B,R
4100052874,3,S,G
4100052875,8,B,R
4100052876,5,B,G
4100052877,7,B,G
4100052878,6,B,R
4100052879,9,B,G
04100052880,4,S,R
5100050001,4,S,R
5100050002,8,B,R
5100050003,4,S,R
5100050004,8,B,R
5100050005,1,S,G
5100050006,7,B,G
5100050007,6,B,R
5100050008,9,B,G
5100050009,5,B,G
5100050010,9,B,G
5100050011,4,S,R
5100050012,4,S,R
5100050013,1,S,G
5100050014,3,S,G
5100050015,0,S,R
5100050016,7,B,G
5100050017,9,B,G
5100050018,4,S,R
5100050019,9,B,G
5100050020,8,B,R
5100050021,8,B,R
5100050022,2,S,R
5100050023,9,B,G
5100050024,1,S,G
5100050025,8,B,R
5100050026,8,B,R
5100050027,0,S,R
5100050028,1,S,G
5100050029,6,B,R
5100050030,9,B,G
5100050031,8,B,R
5100050032,0,S,R
5100050033,8,B,R
5100050034,4,S,R
5100050035,1,S,G
5100050036,9,B,G
5100050037,8,B,R
5100050038,3,S,G
5100050039,2,S,R
5100050040,0,S,R
5100050041,9,B,G
5100050042,4,S,R
5100050043,1,S,G
5100050044,7,B,G
5100050045,2,S,R
5100050046,0,S,R
5100050047,6,B,R
5100050048,8,B,R
5100050049,5,B,G
5100050050,2,S,R
5100050051,1,S,G
5100050052,5,B,G
5100050053,4,S,R
5100050054,3,S,G
5100050055,7,B,G
5100050056,0,S,R
5100050057,0,S,R
5100050058,5,B,G
5100050059,8,B,R
5100050060,7,B,G
5100050061,7,B,G
5100050062,6,B,R
5100050063,0,S,R
5100050064,8,B,R
5100050065,6,B,R
5100050066,5,B,G
5100050067,7,B,G
5100050068,5,B,G
5100050069,7,B,G
5100050070,4,S,R
5100050071,0,S,R
5100050072,5,B,G
5100050073,2,S,R
5100050074,6,B,R
5100050075,2,S,R
5100050076,1,S,G
5100050077,9,B,G
5100050078,5,B,G
5100050079,6,B,R
5100050080,5,B,G
5100050081,1,S,G
5100050082,3,S,G
5100050083,2,S,R
5100050084,6,B,R
5100050085,6,B,R
5100050086,8,B,R
5100050087,3,S,G
5100050088,0,S,R
5100050089,3,S,G
5100050090,2,S,R
5100050091,8,B,R
5100050092,6,B,R
5100050093,0,S,R
5100050094,4,S,R
5100050095,5,B,G
5100050096,1,S,G
5100050097,6,B,R
5100050098,1,S,G
5100050099,3,S,G
5100050100,0,S,R
5100050101,9,B,G
5100050102,2,S,R
5100050103,5,B,G
5100050104,7,B,G
5100050105,7,B,G
5100050106,9,B,G
5100050107,5,B,G
5100050108,3,S,G
5100050109,5,B,G
5100050110,4,S,R
5100050111,4,S,R
5100050112,7,B,G
5100050113,4,S,R
5100050114,5,B,G
5100050115,7,B,G
5100050116,1,S,G
5100050117,4,S,R
5100050118,4,S,R
5100050119,8,B,R
5100050120,3,S,G
5100050121,2,S,R
5100050122,7,B,G
5100050123,8,B,R
5100050124,5,B,G
5100050125,1,S,G
5100050126,0,S,R
5100050127,5,B,G
5100050128,1,S,G
5100050129,5,B,G
5100050130,4,S,R
5100050131,2,S,R
5100050132,2,S,R
5100050133,1,S,G
5100050134,7,B,G
5100050135,8,B,R
5100050136,1,S,G
5100050137,3,S,G
5100050138,9,B,G
5100050139,7,B,G
5100050140,3,S,G
5100050141,5,B,G
5100050142,3,S,G
5100050143,0,S,R
5100050144,0,S,R
5100050145,7,B,G
5100050146,9,B,G
5100050147,6,B,R
5100050148,8,B,R
5100050149,2,S,R
5100050150,9,B,G
5100050151,4,S,R
5100050152,1,S,G
5100050153,3,S,G
5100050154,3,S,G
5100050155,1,S,G
5100050156,5,B,G
5100050157,4,S,R
5100050158,2,S,R
5100050159,6,B,R
5100050160,7,B,G
5100050161,7,B,G
5100050162,3,S,G
5100050163,4,S,R
5100050164,2,S,R
5100050165,2,S,R
5100050166,5,B,G
5100050167,3,S,G
5100050168,2,S,R
5100050169,0,S,R
5100050170,6,B,R
5100050171,0,S,R
5100050172,7,B,G
5100050173,6,B,R
5100050174,7,B,G
5100050175,0,S,R
5100050176,9,B,G
5100050177,7,B,G
5100050178,6,B,R
5100050179,7,B,G
5100050180,5,B,G
5100050181,8,B,R
5100050182,4,S,R
5100050183,1,S,G
5100050184,2,S,R
5100050185,0,S,R
5100050186,4,S,R
5100050187,3,S,G
5100050188,1,S,G
5100050189,9,B,G
5100050190,3,S,G
5100050191,8,B,R
5100050192,3,S,G
5100050193,4,S,R
5100050194,3,S,G
5100050195,6,B,R
5100050196,5,B,G
5100050197,8,B,R
5100050198,7,B,G
5100050199,4,S,R
5100050200,9,B,G
5100050201,4,S,R
5100050202,6,B,R
5100050203,1,S,G
5100050204,8,B,R
5100050205,1,S,G
5100050206,8,B,R
5100050207,0,S,R
5100050208,6,B,R
5100050209,1,S,G
5100050210,9,B,G
5100050211,1,S,G
5100050212,2,S,R
5100050213,0,S,R
5100050214,6,B,R
5100050215,7,B,G
5100050216,2,S,R
5100050217,2,S,R
5100050218,1,S,G
5100050219,0,S,R
5100050220,5,B,G
5100050221,0,S,R
5100050222,3,S,G
5100050223,1,S,G
5100050224,8,B,R
5100050225,9,B,G
5100050226,1,S,G
5100050227,1,S,G
5100050228,4,S,R
5100050229,7,B,G
5100050230,0,S,R
5100050231,6,B,R
5100050232,8,B,R
5100050233,6,B,R
5100050234,3,S,G
5100050235,4,S,R
5100050236,1,S,G
5100050237,6,B,R
5100050238,2,S,R
5100050239,5,B,G
5100050240,5,B,G
5100050241,8,B,R
5100050242,7,B,G
5100050243,9,B,G
5100050244,6,B,R
5100050245,1,S,G
5100050246,3,S,G
5100050247,5,B,G
5100050248,2,S,R
5100050249,5,B,G
5100050250,6,B,R
5100050251,0,S,R
5100050252,2,S,R
5100050253,7,B,G
5100050254,9,B,G
5100050255,8,B,R
5100050256,2,S,R
5100050257,8,B,R
5100050258,9,B,G
5100050259,6,B,R
5100050260,7,B,G
5100050261,0,S,R
5100050262,4,S,R
5100050263,9,B,G
5100050264,6,B,R
5100050265,3,S,G
5100050266,7,B,G
5100050267,5,B,G
5100050268,5,B,G
5100050269,8,B,R
5100050270,6,B,R
5100050271,8,B,R
5100050272,8,B,R
5100050273,5,B,G
5100050274,8,B,R
5100050275,6,B,R
5100050276,7,B,G
5100050277,5,B,G
5100050278,5,B,G
5100050279,9,B,G
5100050280,7,B,G
5100050281,8,B,R
5100050282,9,B,G
5100050283,0,S,R
5100050284,8,B,R
5100050285,0,S,R
5100050286,1,S,G
5100050287,3,S,G
5100050288,9,B,G
5100050289,2,S,R
5100050290,3,S,G
5100050291,2,S,R
5100050292,7,B,G
5100050293,2,S,R
5100050294,9,B,G
5100050295,4,S,R
5100050296,9,B,G
5100050297,0,S,R
5100050298,0,S,R
5100050299,9,B,G
5100050300,5,B,G
5100050301,2,S,R
5100050302,5,B,G
5100050303,8,B,R
5100050304,7,B,G
5100050305,0,S,R
5100050306,6,B,R
5100050307,7,B,G
5100050308,2,S,R
5100050309,8,B,R
5100050310,3,S,G
5100050311,2,S,R
5100050312,3,S,G
5100050313,6,B,R
5100050314,7,B,G
5100050315,1,S,G
5100050316,8,B,R
5100050317,8,B,R
5100050318,1,S,G
5100050319,8,B,R
5100050320,4,S,R
5100050321,2,S,R
5100050322,6,B,R
5100050323,5,B,G
5100050324,8,B,R
5100050325,6,B,R
5100050326,3,S,G
5100050327,1,S,G
5100050328,9,B,G
5100050329,4,S,R
5100050330,9,B,G
5100050331,6,B,R
5100050332,4,S,R
5100050333,8,B,R
5100050334,7,B,G
5100050335,9,B,G
5100050336,5,B,G
5100050337,4,S,R
5100050338,0,S,R
5100050339,6,B,R
5100050340,5,B,G
5100050341,2,S,R
5100050342,8,B,R
5100050343,3,S,G
5100050344,0,S,R
5100050345,1,S,G
5100050346,0,S,R
5100050347,3,S,G
5100050348,0,S,R
5100050349,5,B,G
5100050350,6,B,R
5100050351,4,S,R
5100050352,0,S,R
5100050353,4,S,R
5100050354,9,B,G
5100050355,2,S,R
5100050356,7,B,G
5100050357,1,S,G
5100050358,0,S,R
5100050359,1,S,G
5100050360,2,S,R
5100050361,5,B,G
5100050362,0,S,R
5100050363,4,S,R
5100050364,3,S,G
5100050365,9,B,G
5100050366,4,S,R
5100050367,5,B,G
5100050368,9,B,G
5100050369,3,S,G
5100050370,0,S,R
5100050371,5,B,G
5100050372,3,S,G
5100050373,5,B,G
5100050374,5,B,G
5100050375,1,S,G
5100050376,0,S,R
5100050377,8,B,R
5100050378,1,S,G
5100050379,1,S,G
5100050380,9,B,G
5100050381,8,B,R
5100050382,4,S,R
5100050383,8,B,R
5100050384,1,S,G
5100050385,8,B,R
5100050386,2,S,R
5100050387,0,S,R
5100050388,1,S,G
5100050389,3,S,G
5100050390,2,S,R
5100050391,7,B,G
5100050392,5,B,G
5100050393,9,B,G
5100050394,3,S,G
5100050395,9,B,G
5100050396,4,S,R
5100050397,9,B,G
5100050398,8,B,R
5100050399,5,B,G
5100050400,0,S,R
5100050401,7,B,G
5100050402,8,B,R
5100050403,4,S,R
5100050404,9,B,G
5100050405,6,B,R
5100050406,9,B,G
5100050407,0,S,R
5100050408,1,S,G
5100050409,3,S,G
5100050410,1,S,G
5100050411,1,S,G
5100050412,3,S,G
5100050413,2,S,R
5100050414,6,B,R
5100050415,8,B,R
5100050416,1,S,G
5100050417,0,S,R
5100050418,6,B,R
5100050419,8,B,R
5100050420,9,B,G
5100050421,2,S,R
5100050422,7,B,G
5100050423,8,B,R
5100050424,8,B,R
5100050425,3,S,G
5100050426,7,B,G
5100050427,7,B,G
5100050428,0,S,R
5100050429,9,B,G
5100050430,7,B,G
5100050431,1,S,G
5100050432,8,B,R
5100050433,0,S,R
5100050434,4,S,R
5100050435,8,B,R
5100050436,4,S,R
5100050437,0,S,R
5100050438,5,B,G
5100050439,3,S,G
5100050440,0,S,R
5100050441,7,B,G
5100050442,3,S,G
5100050443,9,B,G
5100050444,7,B,G
5100050445,2,S,R
5100050446,1,S,G
5100050447,9,B,G
5100050448,9,B,G
5100050449,1,S,G
5100050450,6,B,R
5100050451,6,B,R
5100050452,5,B,G
5100050453,1,S,G
5100050454,8,B,R
5100050455,1,S,G
5100050456,2,S,R
5100050457,0,S,R
5100050458,3,S,G
5100050459,0,S,R
5100050460,9,B,G
5100050461,0,S,R
5100050462,3,S,G
5100050463,8,B,R
5100050464,5,B,G
5100050465,5,B,G
5100050466,5,B,G
5100050467,2,S,R
5100050468,7,B,G
5100050469,6,B,R
5100050470,7,B,G
5100050471,1,S,G
5100050472,0,S,R
5100050473,6,B,R
5100050474,8,B,R
5100050475,9,B,G
5100050476,6,B,R
5100050477,2,S,R
5100050478,5,B,G
5100050479,0,S,R
5100050480,8,B,R
5100050481,9,B,G
5100050482,9,B,G
5100050483,8,B,R
5100050484,6,B,R
5100050485,2,S,R
5100050486,3,S,G
5100050487,6,B,R
5100050488,9,B,G
5100050489,3,S,G
5100050490,1,S,G
5100050491,1,S,G
5100050492,2,S,R
5100050493,6,B,R
5100050494,9,B,G
5100050495,1,S,G
5100050496,0,S,R
5100050497,8,B,R
5100050498,1,S,G
5100050499,4,S,R
5100050500,7,B,G
5100050501,9,B,G
5100050502,6,B,R
5100050503,5,B,G
5100050504,7,B,G
5100050505,1,S,G
5100050506,4,S,R
5100050507,1,S,G
5100050508,3,S,G
5100050509,0,S,R
5100050510,3,S,G
5100050511,2,S,R
5100050512,1,S,G
5100050513,5,B,G
5100050514,9,B,G
5100050515,9,B,G
5100050516,3,S,G
5100050517,5,B,G
5100050518,6,B,R
5100050519,9,B,G
5100050520,6,B,R
5100050521,2,S,R
5100050522,6,B,R
5100050523,2,S,R
5100050524,4,S,R
5100050525,0,S,R
5100050526,0,S,R
5100050527,5,B,G
5100050528,6,B,R
5100050529,2,S,R
5100050530,7,B,G
5100050531,0,S,R
5100050532,0,S,R
5100050533,6,B,R
5100050534,1,S,G
5100050535,5,B,G
5100050536,7,B,G
5100050537,0,S,R
5100050538,9,B,G
5100050539,3,S,G
5100050540,2,S,R
5100050541,9,B,G
5100050542,8,B,R
5100050543,0,S,R
5100050544,4,S,R
5100050545,2,S,R
5100050546,4,S,R
5100050547,7,B,G
5100050548,5,B,G
5100050549,7,B,G
5100050550,4,S,R
5100050551,8,B,R
5100050552,9,B,G
5100050553,9,B,G
5100050554,4,S,R
5100050555,2,S,R
5100050556,7,B,G
5100050557,6,B,R
5100050558,5,B,G
5100050559,0,S,R
5100050560,8,B,R
5100050561,3,S,G
5100050562,1,S,G
5100050563,9,B,G
5100050564,3,S,G
5100050565,9,B,G
5100050566,3,S,G
5100050567,2,S,R
5100050568,7,B,G
5100050569,1,S,G
5100050570,5,B,G
5100050571,9,B,G
5100050572,9,B,G
5100050573,6,B,R
5100050574,0,S,R
5100050575,1,S,G
5100050576,7,B,G
5100050577,3,S,G
5100050578,3,S,G
5100050579,6,B,R
5100050580,4,S,R
5100050581,3,S,G
5100050582,4,S,R
5100050583,6,B,R
5100050584,2,S,R
5100050585,1,S,G
5100050586,4,S,R
5100050587,1,S,G
5100050588,1,S,G
5100050589,3,S,G
5100050590,7,B,G
5100050591,9,B,G
5100050592,2,S,R
5100050593,4,S,R
5100050594,8,B,R
5100050595,9,B,G
5100050596,9,B,G
5100050597,7,B,G
5100050598,5,B,G
5100050599,1,S,G
5100050600,3,S,G
5100050601,3,S,G
5100050602,3,S,G
5100050603,0,S,R
5100050604,9,B,G
5100050605,5,B,G
5100050606,4,S,R
5100050607,1,S,G
5100050608,5,B,G
5100050609,3,S,G
5100050610,5,B,G
5100050611,9,B,G
5100050612,5,B,G
5100050613,9,B,G
5100050614,1,S,G
5100050615,7,B,G
5100050616,0,S,R
5100050617,4,S,R
5100050618,4,S,R
5100050619,6,B,R
5100050620,4,S,R
5100050621,5,B,G
5100050622,8,B,R
5100050623,7,B,G
5100050624,4,S,R
5100050625,0,S,R
5100050626,9,B,G
5100050627,0,S,R
5100050628,4,S,R
5100050629,2,S,R
5100050630,1,S,G
5100050631,6,B,R
5100050632,4,S,R
5100050633,8,B,R
5100050634,3,S,G
5100050635,6,B,R
5100050636,5,B,G
5100050637,2,S,R
5100050638,1,S,G
5100050639,3,S,G
5100050640,5,B,G
5100050641,9,B,G
5100050642,4,S,R
5100050643,7,B,G
5100050644,8,B,R
5100050645,3,S,G
5100050646,2,S,R
5100050647,9,B,G
5100050648,2,S,R
5100050649,5,B,G
5100050650,1,S,G
5100050651,3,S,G
5100050652,0,S,R
5100050653,5,B,G
5100050654,2,S,R
5100050655,8,B,R
5100050656,8,B,R
5100050657,0,S,R
5100050658,3,S,G
5100050659,1,S,G
5100050660,2,S,R
5100050661,7,B,G
5100050662,9,B,G
5100050663,5,B,G
5100050664,7,B,G
5100050665,5,B,G
5100050666,9,B,G
5100050667,1,S,G
5100050668,4,S,R
5100050669,2,S,R
5100050670,8,B,R
5100050671,3,S,G
5100050672,8,B,R
5100050673,9,B,G
5100050674,6,B,R
5100050675,5,B,G
5100050676,7,B,G
5100050677,7,B,G
5100050678,8,B,R
5100050679,6,B,R
5100050680,1,S,G
5100050681,7,B,G
5100050682,4,S,R
5100050683,2,S,R
5100050684,8,B,R
5100050685,2,S,R
5100050686,5,B,G
5100050687,9,B,G
5100050688,2,S,R
5100050689,4,S,R
5100050690,4,S,R
5100050691,2,S,R
5100050692,7,B,G
5100050693,5,B,G
5100050694,6,B,R
5100050695,1,S,G
5100050696,2,S,R
5100050697,0,S,R
5100050698,6,B,R
5100050699,8,B,R
5100050700,2,S,R
5100050701,0,S,R
5100050702,0,S,R
5100050703,3,S,G
5100050704,6,B,R
5100050705,8,B,R
5100050706,1,S,G
5100050707,1,S,G
5100050708,7,B,G
5100050709,3,S,G
5100050710,3,S,G
5100050711,3,S,G
5100050712,4,S,R
5100050713,9,B,G
5100050714,6,B,R
5100050715,2,S,R
5100050716,5,B,G
5100050717,2,S,R
5100050718,6,B,R
5100050719,0,S,R
5100050720,3,S,G
5100050721,7,B,G
5100050722,4,S,R
5100050723,7,B,G
5100050724,9,B,G
5100050725,5,B,G
5100050726,3,S,G
5100050727,2,S,R
5100050728,0,S,R
5100050729,0,S,R
5100050730,5,B,G
5100050731,6,B,R
